cve	rating	date	file
CVE-2024-21728	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21729	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21729	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21729	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2173	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2173	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2173	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2173	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21730	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21730	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21730	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21731	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21731	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21731	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21731	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21732	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21733		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21734		2025-01-04	2024\2024-predictions.txt
CVE-2024-21734		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21734	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21734		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21735		2025-01-04	2024\2024-predictions.txt
CVE-2024-21735		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21735	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21735		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21736	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21736	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21736	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21736	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21737		2025-01-04	2024\2024-predictions.txt
CVE-2024-21737		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21737	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21737		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21738		2025-01-04	2024\2024-predictions.txt
CVE-2024-21738		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21738	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21738		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21739	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2174	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2174	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2174	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2174	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21740	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21741	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21742		2025-01-04	2024\2024-predictions.txt
CVE-2024-21742		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21742	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21742		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21743	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21744		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21745		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21746	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21747		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21748	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21749		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2175		2025-01-04	2024\2024-predictions.txt
CVE-2024-2175		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2175	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2175		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21750		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21751	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21752		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21753	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21754	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21755	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21755	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21755	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21755	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21756	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21756	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21756	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21756	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21757	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21758	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21759	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2176	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2176	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2176	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2176	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21760	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21761	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21762	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21763		2025-01-04	2024\2024-predictions.txt
CVE-2024-21763		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21763	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21763		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21764		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21764	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21764		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21765	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21766	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21767		2025-01-04	2024\2024-predictions.txt
CVE-2024-21767		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21767	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21767		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21769	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2177	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21771		2025-01-04	2024\2024-predictions.txt
CVE-2024-21771		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21771	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21771		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21772	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21773	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21773	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21773	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21773	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21774	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21775	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21775	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21775	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21775	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21777	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21778	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21778	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21778	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21778	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2178	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2178	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2178	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2178	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21780	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21780	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21780	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21780	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21781	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21782		2025-01-04	2024\2024-predictions.txt
CVE-2024-21782		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21782	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21782		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21783	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21784	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21785	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21785	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21785	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21785	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21786	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21786	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21786	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21786	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21787	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21788	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21789		2025-01-04	2024\2024-predictions.txt
CVE-2024-21789		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21789	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21789		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2179	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21791		2025-01-04	2024\2024-predictions.txt
CVE-2024-21791		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21791	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21791		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21792	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21793		2025-01-04	2024\2024-predictions.txt
CVE-2024-21793		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21793	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21793		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21794		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21795	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21795	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21795	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21795	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21796	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21796	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21796	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21796	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21797	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21797	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21798	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21798	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21798	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21798	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21799	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2180	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2180	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2180	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2180	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21801	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21802	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21802	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21802	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21802	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21803		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21805	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21805	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21805	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21806	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21807	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21808	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21809	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2181	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21810	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21812	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21812	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21812	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21812	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21813	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21814	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21815		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21816	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21818	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2182	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-2182	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2182	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2182	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21820	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21820	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21821	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21821	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21821	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21821	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21823	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21824	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21824	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21824	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21824	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21825	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21825	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21825	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21825	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21826	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21827	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21827	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21827	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21827	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21828	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21829	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2183	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21830	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21831	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21832	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21832	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21832	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21832	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21833	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21833	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21833	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21833	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21834	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21835	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21836	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21836	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21836	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21836	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21837	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21838		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2184		2025-01-04	2024\2024-predictions.txt
CVE-2024-2184		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2184	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2184		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21840		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21841	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21843	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21844	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21844	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21845	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21845		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21846		2025-01-04	2024\2024-predictions.txt
CVE-2024-21846		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21846	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21846		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21848		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21849		2025-01-04	2024\2024-predictions.txt
CVE-2024-21849		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21849	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21849		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2185	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21850	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21851	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21851		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21852		2025-01-04	2024\2024-predictions.txt
CVE-2024-21852		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21852	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21852		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21853	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21855	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21855	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21855	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21855	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21857	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21859	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2186	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21860		2025-01-04	2024\2024-predictions.txt
CVE-2024-21860		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21860	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21860		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21861	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21862	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21863		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21864	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21865	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21865	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21865	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21865	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21866		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21869		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2187	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21870	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21870	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21870	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21870	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21871	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21872		2025-01-04	2024\2024-predictions.txt
CVE-2024-21872		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21872	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21872		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21875	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21876	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21876	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21876	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21877	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21878	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21878	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21878	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21879	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21879	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21879	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2188	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-2188	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-2188	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21880	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21880	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21880	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21881	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21881	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21881	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21881	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21885	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21885	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21885	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21885	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21886	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21886	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21886	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21886	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21887	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21887	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21887	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21887	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21888	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21888	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21888	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21888	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2189	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21890		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21891		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21891	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21891		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21892		2025-01-04	2024\2024-predictions.txt
CVE-2024-21892		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21892	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21892		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21893	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21893	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21893	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21893	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21894	hot	2025-01-04	2024\2024-predictions.txt
CVE-2024-21894	hot	2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21894	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21894	hot	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21896		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21896		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21897		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21898		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21898	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21898		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21899		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21900		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21901		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21902		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21903		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21903	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21903		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21904		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21905		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21906		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21906	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21906		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21907	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21907		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21908		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21909	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21909		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-2191	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21910		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21911	cold	2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21912		2025-01-04	2024\2024-predictions.txt
CVE-2024-21912		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21912	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21912		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21913		2025-01-04	2024\2024-predictions.txt
CVE-2024-21913		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21913	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21913		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21914		2025-01-04	2024\2024-predictions.txt
CVE-2024-21914		2025-01-07	2024\predictions-jan-7-run.txt
CVE-2024-21914	hot	2025-01-17	2024\2024-predictions-jan-17-run.txt
CVE-2024-21914		2026-02-08	2024\2024-output-may-24.txt
CVE-2024-21915		2025-01-04	2024\2024-predictions.txt
