cve	rating	assigner	published	title	description	vendor	product
CVE-2025-0078	hot	google_android	2025-08-26T22:48:37.637Z		"In main of main.cpp, there is a possible way to bypass SELinux due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0079	hot	google_android	2025-08-26T22:48:38.633Z		"In multiple locations, there is a possible way that avdtp and avctp channels could be unencrypted due to a logic error in the code. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0080	hot	google_android	2025-08-26T22:48:39.638Z		"In multiple locations, there is a possible way to overlay the installation confirmation dialog due to a tapjacking/overlay attack. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0081	hot	google_android	2025-08-26T22:48:40.650Z		"In dng_lossless_decoder::HuffDecode of dng_lossless_jpeg.cpp, there is a possible way to cause a crash due to uninitialized data. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0082	hot	google_android	2025-08-26T22:48:41.698Z		"In multiple functions of StatusHint.java and TelecomServiceImpl.java, there is a possible way to reveal images across users due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation."	GOOGLE	Android
CVE-2025-0083	hot	google_android	2025-08-26T22:48:42.711Z		"In multiple locations, there is a possible way to access content across user profiles due to URI double encoding. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0084	hot	google_android	2025-08-26T22:48:43.740Z		"In multiple locations, there is a possible out of bounds write due to a use after free. This could lead to remote code execution over Bluetooth, if HFP support is enabled, with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0086	hot	google_android	2025-08-26T22:48:44.753Z		"In onResult of AccountManagerService.java, there is a possible way to overwrite auth token due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation."	GOOGLE	Android
CVE-2025-0092	hot	google_android	2025-08-26T22:48:45.758Z		"In handleBondStateChanged of AdapterService.java, there is a possible permission bypass due to misleading or insufficient UI. This could lead to remote (proximal/adjacent) information disclosure with no additional execution privileges needed. User interaction is needed for exploitation."	GOOGLE	Android
CVE-2025-0093	hot	google_android	2025-08-26T22:48:46.854Z		"In handleBondStateChanged of AdapterService.java, there is a possible unapproved data access due to a missing permission check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation."	GOOGLE	Android
CVE-2025-0103	hot	palo_alto	2025-01-11T02:59:51.177Z	Expedition: SQL Injection Vulnerability	"An SQL injection vulnerability in Palo Alto Networks Expedition enables an authenticated attacker to reveal Expedition database contents, such as password hashes, usernames, device configurations, and device API keys. This vulnerability also enables attackers to create and read arbitrary files on the Expedition system."	PALO ALTO NETWORKS	Cloud NGFW; Expedition; PAN-OS; Panorama; Prisma Access
CVE-2025-0104	hot	palo_alto	2025-01-11T03:00:40.318Z	Expedition: Cross-Site Scripting (XSS) Vulnerability	A reflected cross-site scripting (XSS) vulnerability in Palo Alto Networks Expedition enables attackers to execute malicious JavaScript code in the context of an authenticated Expedition user’s browser if that authenticated user clicks a malicious link that allows phishing attacks and could lead to Expedition browser-session theft.	PALO ALTO NETWORKS	Cloud NGFW; Expedition; PAN-OS; Panorama; Prisma Access
CVE-2025-0105	hot	palo_alto	2025-01-11T03:01:24.168Z	Expedition: Arbitrary File Deletion Vulnerability	An arbitrary file deletion vulnerability in Palo Alto Networks Expedition enables an unauthenticated attacker to delete arbitrary files accessible to the www-data user on the host filesystem.	PALO ALTO NETWORKS	Cloud NGFW; Expedition; PAN-OS; Panorama; Prisma Access
CVE-2025-0106	hot	palo_alto	2025-01-11T03:02:24.574Z	Expedition: Wildcard Expansion Vulnerability	A wildcard expansion vulnerability in Palo Alto Networks Expedition allows an unauthenticated attacker to enumerate files on the host filesystem.	PALO ALTO NETWORKS	Cloud NGFW; Expedition; PAN-OS; Panorama; Prisma Access
CVE-2025-0107	hot	palo_alto	2025-01-11T03:02:49.517Z	Expedition: OS Command Injection Vulnerability	"An OS command injection vulnerability in Palo Alto Networks Expedition enables an unauthenticated attacker to run arbitrary OS commands as the www-data user in Expedition, which results in the disclosure of usernames, cleartext passwords, device configurations, and device API keys for firewalls running PAN-OS software."	PALO ALTO NETWORKS	Cloud NGFW; Expedition; PAN-OS; Panorama; Prisma Access
CVE-2025-0108	hot	palo_alto	2025-02-12T20:55:34.610Z	PAN-OS: Authentication Bypass in the Management Web Interface	"An authentication bypass in the Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to bypass the authentication otherwise required by the PAN-OS management web interface and invoke certain PHP scripts. While invoking these PHP scripts does not enable remote code execution, it can negatively impact integrity and confidentiality of PAN-OS.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW or Prisma Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0109	hot	palo_alto	2025-02-12T20:56:00.946Z	PAN-OS: Unauthenticated File Deletion Vulnerability on the Management Web Interface	"An unauthenticated file deletion vulnerability in the Palo Alto Networks PAN-OS management web interface enables an unauthenticated attacker with network access to the management web interface to delete certain files as the “nobody” user; this includes limited logs and configuration files but does not include system files.


You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW or Prisma Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0110	hot	palo_alto	2025-02-12T21:04:42.675Z	PAN-OS OpenConfig Plugin: Command Injection Vulnerability in OpenConfig Plugin	"A command injection vulnerability in the Palo Alto Networks PAN-OS OpenConfig plugin enables an authenticated administrator with the ability to make gNMI requests to the PAN-OS management web interface to bypass system restrictions and run arbitrary commands. The commands are run as the “__openconfig” user (which has the Device Administrator role) on the firewall.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 ."	PALO ALTO NETWORKS	PAN-OS OpenConfig Plugin
CVE-2025-0111	hot	palo_alto	2025-02-12T20:58:43.387Z	PAN-OS: Authenticated File Read Vulnerability in the Management Web Interface	"An authenticated file read vulnerability in the Palo Alto Networks PAN-OS software enables an authenticated attacker with network access to the management web interface to read files on the PAN-OS filesystem that are readable by the “nobody” user.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .



This issue does not affect Cloud NGFW or Prisma Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0112	hot	palo_alto	2025-02-19T23:44:33.652Z	Cortex XDR Agent: Local Windows User Can Disable the Agent	A problem with a detection mechanism in the Palo Alto Networks Cortex XDR agent on Windows devices enables a user with Windows non-administrative privileges to disable the agent. This vulnerability can also be leveraged by malware to disable the Cortex XDR agent and then perform malicious activity.	PALO ALTO NETWORKS	Cortex XDR Agent
CVE-2025-0113	hot	palo_alto	2025-02-12T21:05:08.795Z	Cortex XDR Broker VM: Unauthorized Access to Broker VM Docker Containers	A problem with the network isolation mechanism of the Palo Alto Networks Cortex XDR Broker VM allows attackers unauthorized access to Docker containers from the host network used by Broker VM. This may allow access to read files sent for analysis and logs transmitted by the Cortex XDR Agent to the Cortex XDR server.	PALO ALTO NETWORKS	Cortex XDR Broker VM
CVE-2025-0114	hot	palo_alto	2025-03-12T18:20:05.608Z	PAN-OS: Denial of Service (DoS) in GlobalProtect	"A Denial of Service (DoS) vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software enables an unauthenticated attacker to render the service unavailable by sending a large number of specially crafted packets over a period of time. This issue affects both the GlobalProtect portal and the GlobalProtect gateway.

This issue does not apply to Cloud NGFWs or Prisma Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0115	hot	palo_alto	2025-03-12T18:30:13.503Z	PAN-OS: Authenticated Admin File Read Vulnerability in PAN-OS CLI	"A vulnerability in the Palo Alto Networks PAN-OS software enables an authenticated admin on the PAN-OS CLI to read arbitrary files.

The attacker must have network access to the management interface (web, SSH, console, or telnet) and successfully authenticate to exploit this issue. You can greatly reduce the risk of this issue by restricting access to the management interface to only trusted users and internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW or Prisma Access."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0116	hot	palo_alto	2025-03-12T18:34:38.222Z	PAN-OS: Firewall Denial of Service (DoS) Using a Specially Crafted LLDP Frame	"A Denial of Service (DoS) vulnerability in Palo Alto Networks PAN-OS software causes the firewall to unexpectedly reboot when processing a specially crafted LLDP frame sent by an unauthenticated adjacent attacker. Repeated attempts to initiate this condition causes the firewall to enter maintenance mode.

This issue does not apply to Cloud NGFWs or Prisma Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0117	hot	palo_alto	2025-03-12T18:35:35.409Z	GlobalProtect App: Local Privilege Escalation (PE) Vulnerability	"A reliance on untrusted input for a security decision in the GlobalProtect app on Windows devices potentially enables a locally authenticated non-administrative Windows user to escalate their privileges to NT AUTHORITY\SYSTEM.

GlobalProtect App on macOS, Linux, iOS, Android, Chrome OS and GlobalProtect UWP App are not affected."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0118	hot	palo_alto	2025-03-12T18:36:44.290Z	GlobalProtect App: Execution of Unsafe ActiveX Control Vulnerability	"A vulnerability in the Palo Alto Networks GlobalProtect app on Windows allows a remote attacker to run ActiveX controls within the context of an authenticated Windows user. This enables the attacker to run commands as if they are a legitimate authenticated user. However, to exploit this vulnerability, the authenticated user must navigate to a malicious page during the GlobalProtect SAML login process on a Windows device.

This issue does not apply to the GlobalProtect app on other (non-Windows) platforms."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0119	hot	palo_alto	2025-04-11T17:37:54.484Z	Cortex XDR Broker VM: Authenticated Command Injection Vulnerability in Broker VM	A command injection vulnerability in the Palo Alto Networks Cortex XDR® Broker VM allows an authenticated user to execute arbitrary OS commands with root privileges on the host operating system running Broker VM.	PALO ALTO NETWORKS	Cortex XDR Broker VM
CVE-2025-0120	hot	palo_alto	2025-04-11T01:44:48.253Z	GlobalProtect App: Local Privilege Escalation (PE) Vulnerability	"A vulnerability with a privilege management mechanism in the Palo Alto Networks GlobalProtect™ app on Windows devices allows a locally authenticated non-administrative Windows user to escalate their privileges to NT AUTHORITY\SYSTEM. However, execution requires that the local user can also successfully exploit a race condition, which makes this vulnerability difficult to exploit."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0121	hot	palo_alto	2025-04-11T01:45:54.148Z	Cortex XDR Agent: Local Windows User Can Crash the Agent	"A null pointer dereference vulnerability in the Palo Alto Networks Cortex® XDR agent on Windows devices allows a low-privileged local Windows user to crash the agent. Additionally, malware can use this vulnerability to perform malicious activity without Cortex XDR being able to detect it."	PALO ALTO NETWORKS	Cortex XDR Agent
CVE-2025-0122	hot	palo_alto	2025-04-11T01:48:04.772Z	Prisma SD-WAN: Denial of Service (DoS) Vulnerability Through Burst of Crafted Packets	A denial-of-service (DoS) vulnerability in Palo Alto Networks Prisma® SD-WAN ION devices enables an unauthenticated attacker in a network adjacent to a Prisma SD-WAN ION device to disrupt the packet processing capabilities of the device by sending a burst of crafted packets to that device.	PALO ALTO NETWORKS	Prisma SD-WAN
CVE-2025-0123	hot	palo_alto	2025-04-11T17:43:05.126Z	PAN-OS: Information Disclosure Vulnerability in HTTP/2 Packet Captures	"A vulnerability in the Palo Alto Networks PAN-OS® software enables unlicensed administrators to view clear-text data captured using the  packet capture feature https://docs.paloaltonetworks.com/pan-os/11-0/pan-os-admin/monitoring/take-packet-captures/take-a-custom-packet-capture  in decrypted HTTP/2 data streams traversing network interfaces on the firewall. HTTP/1.1 data streams are not impacted.

In normal conditions, decrypted packet captures are available to firewall administrators after they obtain and install a free Decryption Port Mirror license. The license requirement ensures that this feature can only be used after approved personnel purposefully activate the license. For more information, review how to  configure decryption port mirroring https://docs.paloaltonetworks.com/network-security/decryption/administration/monitoring-decryption/configure-decryption-port-mirroring .

The administrator must obtain network access to the management interface (web, SSH, console, or telnet) and successfully authenticate to exploit this issue. Risk of this issue can be greatly reduced by restricting access to the management interface to only trusted administrators and from only internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

Customer firewall administrators do not have access to the packet capture feature in Cloud NGFW. This feature is available only to authorized Palo Alto Networks personnel permitted to perform troubleshooting.

Prisma® Access is not impacted by this vulnerability."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0124	hot	palo_alto	2025-04-11T01:55:33.563Z	PAN-OS: Authenticated File Deletion Vulnerability on the Management Web Interface	"An authenticated file deletion vulnerability in the Palo Alto Networks PAN-OS® software enables an authenticated attacker with network access to the management web interface to delete certain files as the “nobody” user; this includes limited logs and configuration files but does not include system files.

The attacker must have network access to the management web interface to exploit this issue. You greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue affects Cloud NGFW. However, this issue does not affect Prisma® Access software."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0125	hot	palo_alto	2025-04-11T01:56:17.171Z	PAN-OS: Improper Neutralization of Input in the Management Web Interface	"An improper input neutralization vulnerability in the management web interface of the Palo Alto Networks PAN-OS® software enables a malicious authenticated read-write administrator to impersonate another legitimate authenticated PAN-OS administrator.


The attacker must have network access to the management web interface to exploit this issue. You greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW and all Prisma® Access instances."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0126	hot	palo_alto	2025-04-11T01:57:12.662Z	PAN-OS: Session Fixation Vulnerability in GlobalProtect SAML Login	"When configured using SAML, a session fixation vulnerability in the GlobalProtect™ login enables an attacker to impersonate a legitimate authorized user and perform actions as that GlobalProtect user. This requires the legitimate user to first click on a malicious link provided by the attacker.

The SAML login for the PAN-OS® management interface is not affected. Additionally, this issue does not affect Cloud NGFW and all Prisma® Access instances are proactively patched."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0127	hot	palo_alto	2025-04-11T02:01:35.087Z	PAN-OS: Authenticated Admin Command Injection Vulnerability in PAN-OS VM-Series	"A command injection vulnerability in Palo Alto Networks PAN-OS® software enables an authenticated administrator to bypass system restrictions and run arbitrary commands as a root user. This issue is only applicable to PAN-OS VM-Series. This issue does not affect firewalls that are already deployed.

Cloud NGFW and Prisma® Access are not affected by this vulnerability."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0128	hot	palo_alto	2025-04-11T02:03:22.355Z	PAN-OS: Firewall Denial of Service (DoS) Using a Specially Crafted Packet	"A denial-of-service (DoS) vulnerability in the Simple Certificate Enrollment Protocol (SCEP) authentication feature of Palo Alto Networks PAN-OS® software enables an unauthenticated attacker to initiate system reboots using a maliciously crafted packet. Repeated attempts to initiate a reboot causes the firewall to enter maintenance mode.

Cloud NGFW is not affected by this vulnerability. Prisma® Access software is proactively patched and protected from this issue."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0129	hot	palo_alto	2025-04-11T22:25:36.346Z	Prisma Access Browser: Inappropriate control behavior in Prisma Access Browser	An improper exception check in Palo Alto Networks Prisma Access Browser allows a low privileged user to prevent Prisma Access Browser from applying it's Policy Rules. This enables the user to use Prisma Access Browser without any restrictions.	PALO ALTO NETWORKS	Prisma Access Browser
CVE-2025-0130	hot	palo_alto	2025-05-14T17:37:40.937Z	PAN-OS: Firewall Denial-of-Service (DoS) in the Web-Proxy Feature via a Burst of Maliciously Crafted Packets	"A missing exception check in Palo Alto Networks PAN-OS® software with the web proxy feature enabled allows an unauthenticated attacker to send a burst of maliciously crafted packets that causes the firewall to become unresponsive and eventually reboot. Repeated successful attempts to trigger this condition will cause the firewall to enter maintenance mode.

This issue does not affect Cloud NGFW or Prisma Access."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0132	hot	palo_alto	2025-05-14T18:07:15.351Z	Cortex XDR Broker VM: Unauthenticated User Can Disable Internal Services	"A missing authentication vulnerability in Palo Alto Networks Cortex XDR® Broker VM allows an unauthenticated user to disable certain internal services on the Broker VM. 

The attacker must have network access to the Broker VM to exploit this issue."	PALO ALTO NETWORKS	Cortex XDR Broker VM
CVE-2025-0133	hot	palo_alto	2025-05-14T18:07:36.381Z	PAN-OS: Reflected Cross-Site Scripting (XSS) Vulnerability in GlobalProtect Gateway and Portal	"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect™ gateway and portal features of Palo Alto Networks PAN-OS® software enables execution of malicious JavaScript in the context of an authenticated Captive Portal user's browser when they click on a specially crafted link. The primary risk is phishing attacks that can lead to credential theft—particularly if you enabled Clientless VPN.

There is no availability impact to GlobalProtect features or GlobalProtect users. Attackers cannot use this vulnerability to tamper with or modify contents or configurations of the GlobalProtect portal or gateways. The integrity impact of this vulnerability is limited to enabling an attacker to create phishing and credential-stealing links that appear to be hosted on the GlobalProtect portal.



For GlobalProtect users with Clientless VPN enabled, there is a limited impact on confidentiality due to inherent risks of Clientless VPN that facilitate credential theft. You can read more about this risk in the informational bulletin  PAN-SA-2025-0005 https://security.paloaltonetworks.com/PAN-SA-2025-0005   https://security.paloaltonetworks.com/PAN-SA-2025-0005 . There is no impact to confidentiality for GlobalProtect users if you did not enable (or you disable) Clientless VPN."	PALO ALTO NETWORKS	PAN-OS
CVE-2025-0134	hot	palo_alto	2025-05-14T18:07:54.706Z	Cortex XDR Broker VM: Authenticated Code Injection Vulnerability in Broker VM	A code injection vulnerability in the Palo Alto Networks Cortex XDR® Broker VM allows an authenticated user to execute arbitrary code with root privileges on the host operating system running Broker VM.	PALO ALTO NETWORKS	Cortex XDR Broker VM
CVE-2025-0135	hot	palo_alto	2025-05-14T18:08:32.924Z	GlobalProtect App on macOS: Non Admin User Can Disable the GlobalProtect App	"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on macOS devices enables a locally authenticated non administrative user to disable the app.

The GlobalProtect app on Windows, Linux, iOS, Android, Chrome OS and GlobalProtect UWP app are not affected."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0136	hot	palo_alto	2025-05-14T18:12:14.153Z	PAN-OS: Unencrypted Data Transfer when using AES-128-CCM on Intel-based hardware devices	"Using the AES-128-CCM algorithm for IPSec on certain Palo Alto Networks PAN-OS® firewalls (PA-7500, PA-5400, PA-5400f, PA-3400, PA-1600, PA-1400, and PA-400 Series) leads to unencrypted data transfer to devices that are connected to the PAN-OS firewall through IPSec.

This issue does not affect Cloud NGFWs, Prisma® Access instances, or  PAN-OS VM-Series firewalls.

NOTE: The AES-128-CCM encryption algorithm is not recommended for use."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS; Prisma Access
CVE-2025-0137	hot	palo_alto	2025-05-14T18:09:32.036Z	PAN-OS: Improper Neutralization of Input in the Management Web Interface	"An improper input neutralization vulnerability in the management web interface of the Palo Alto Networks PAN-OS® software enables a malicious authenticated read-write administrator to impersonate another legitimate authenticated PAN-OS administrator.


The attacker must have network access to the management web interface to exploit this issue. You greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 ."	PALO ALTO NETWORKS	Cloud NGFW; PAN-OS
CVE-2025-0139	hot	palo_alto	2025-07-09T22:57:56.688Z	Autonomous Digital Experience Manager: Privilege Escalation (PE) Vulnerability	An incorrect privilege assignment vulnerability in Palo Alto Networks Autonomous Digital Experience Manager allows a locally authenticated low privileged user on macOS endpoints to escalate their privileges to root.	PALO ALTO NETWORKS	Autonomous Digital Experience Manager
CVE-2025-0140	hot	palo_alto	2025-07-09T22:58:28.536Z	GlobalProtect App: Non Admin User Can Disable the GlobalProtect App	"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on macOS devices enables a locally authenticated non administrative user to disable the app even if the GlobalProtect app configuration would not normally permit them to do so.

The GlobalProtect app on Windows, Linux, iOS, Android, Chrome OS and GlobalProtect UWP app are not affected."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0141	hot	palo_alto	2025-07-09T22:58:54.755Z	GlobalProtect App: Privilege Escalation (PE) Vulnerability	"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on enables a locally authenticated non administrative user to escalate their privileges to root on macOS and Linux or NT AUTHORITY\SYSTEM on Windows.

The GlobalProtect app on iOS, Android, Chrome OS and GlobalProtect UWP app are not affected."	PALO ALTO NETWORKS	GlobalProtect App; GlobalProtect UWP App
CVE-2025-0160	hot	ibm	2025-02-28T19:02:50.019Z	IBM FlashSystem code execution	"IBM FlashSystem (IBM Storage Virtualize (8.5.0.0 through 8.5.0.13, 8.5.1.0, 8.5.2.0 through 8.5.2.3, 8.5.3.0 through 8.5.3.1, 8.5.4.0, 8.6.0.0 through 8.6.0.5, 8.6.1.0, 8.6.2.0 through 8.6.2.1, 8.6.3.0, 8.7.0.0 through 8.7.0.2, 8.7.1.0, 8.7.2.0 through 8.7.2.1)  could allow a remote attacker with access to the system to execute arbitrary Java code due to improper restrictions in the RPCAdapter service."	IBM	Storage Virtualize
CVE-2025-0161	hot	ibm	2025-02-20T16:02:37.156Z	IBM Security Verify Access Appliance code injection	IBM Security Verify Access Appliance 10.0.0.0 through 10.0.0.9 and 11.0.0.0 could allow a local user to execute arbitrary code due to improper restrictions on code generation.	IBM	Security Verify Access
CVE-2025-0167	hot	curl	2025-02-05T09:15:06.891Z	netrc and default credential leak	"When asked to use a `.netrc` file for credentials **and** to follow HTTP
redirects, curl could leak the password used for the first host to the
followed-to host under certain circumstances.

This flaw only manifests itself if the netrc file has a `default` entry that
omits both login and password. A rare circumstance."	CURL	curl
CVE-2025-0185	hot	@huntr_ai	2025-03-20T10:09:11.882Z	Pandas Query Injection in langgenius/dify	"A vulnerability in the Dify Tools' Vanna module of the langgenius/dify repository allows for a Pandas Query Injection in the latest version. The vulnerability occurs in the function `vn.get_training_plan_generic(df_information_schema)`, which does not properly sanitize user inputs before executing queries using the Pandas library. This can potentially lead to Remote Code Execution (RCE) if exploited."	LANGGENIUS	langgenius/dify
